datafile,description
1487.json,tumor_type=OV;dataset=TCGA;organ=Ovary;lineage=Ovarian epithelium;cluster=PYRGO;ERBB3 amp;FGFR1 amp;FGFR4 amp;HRAS amp;NOTCH2 amp;NTRK1 amp;PDGFRB amp;PIK3CA amp;SOX2 amp;TP53 hetdel & mis
1491.json,tumor_type=OV;dataset=TCGA;organ=Ovary;lineage=Ovarian epithelium;cluster=PYRGO;BRD4 amp;CCNE1 amp;TP53 hetdel & mis
1514.json,tumor_type=OV;dataset=TCGA;organ=Ovary;lineage=Ovarian epithelium;cluster=INVDUP;CTNNB1 mut;AKT1 amp;BRAF amp;BRD4 amp;CCNE1 amp;CDK6 amp;MET amp;NKX2-1 amp;TERT amp;NOTCH1 germline pathogenic
DO50370.json,tumor_type=ESAD;dataset=ESAD-UK;organ=Esophagus;lineage=Esophageal columnar epithelium;gender=male;cluster=DM;AKT2 amp;BRD4 amp;CCND1 amp;CCND3 amp;CDK6 amp;ERBB2 amp;ERBB3 amp;FGFR4 amp;HRAS amp;MAP2K1 amp;MAP2K2 amp;MDM4 amp;MYC amp;AMER1 homdel;ATRX homdel;BCOR homdel;BLM homdel;ERCC3 homdel;KDM5C homdel;KDM6A homdel;NFKBIE homdel;PHF6 homdel;STAG2 homdel;WAS homdel;ZRSR2 homdel
1542.json,tumor_type=OV;dataset=TCGA;organ=Ovary;lineage=Ovarian epithelium;cluster=DDT;CCND2 amp;CCNE1 amp;KRAS amp;MDM4 amp;MYC amp;PIK3CA amp;SOX2 amp;TP53 hetdel & mis
1544.json,tumor_type=OV;dataset=TCGA;organ=Ovary;lineage=Ovarian epithelium;cluster=BRD;SH2B3 mut;AKT2 amp;CCNE1 amp;FGFR1 amp;PIK3CA amp;SOX2 amp;MUTYH germline pathogenic;TP53 hetdel & mis
1548.json,tumor_type=OV;dataset=TCGA;organ=Ovary;lineage=Ovarian epithelium;cluster=INVDUP;PPP2R1A mut;AKT2 amp;BRAF amp;BRD4 amp;CCND2 amp;CCNE1 amp;KRAS amp;MET amp;MITF amp;MAP2K4 trunc;TP53 hetdel & mis;MAP3K1 homdel
1552.json,tumor_type=OV;dataset=TCGA;organ=Ovary;lineage=Ovarian epithelium;cluster=BRC;ALK amp;CCNE1 amp;MYC amp;MYCN amp;NRAS amp;TP53 hetdel & mis
1557.json,tumor_type=OV;dataset=TCGA;organ=Ovary;lineage=Ovarian epithelium;cluster=DDT;PIK3CA mut;CCND1 amp;FGFR1 amp;MET amp;MYC amp;PIK3CA amp;SOX2 amp;TERT amp;PALB2 germline pathogenic;PMS2 homdel
1558.json,tumor_type=OV;dataset=TCGA;organ=Ovary;lineage=Ovarian epithelium;cluster=TYFONAS;NOTCH2 mut;NTRK1 mut;AKT2 amp;BRD4 amp;CCNE1 amp;MYC amp;MYCL amp;PIK3CA amp;SOX2 amp;TP53 hetdel & mis
1562.json,tumor_type=OV;dataset=TCGA;organ=Ovary;lineage=Ovarian epithelium;cluster=BRC;PIK3CA amp;SOX2 amp;NF1 trunc;CHEK2 hetdel & mis
1570.json,tumor_type=OV;dataset=TCGA;organ=Ovary;lineage=Ovarian epithelium;cluster=DDT;MYC amp;TP53 trunc;PTEN homdel
1571.json,tumor_type=OV;dataset=TCGA;organ=Ovary;lineage=Ovarian epithelium;cluster=BRC;ALK amp;BRD4 amp;CCND1 amp;CCND2 amp;KRAS amp;MYC amp;MYCN amp;TP53 hetdel & mis
1574.json,tumor_type=OV;dataset=TCGA;organ=Ovary;lineage=Ovarian epithelium;cluster=DDT;GNAS mut;MYC amp;BRCA1 germline pathogenic;TP53 hetdel & mis;RB1 homdel
DO234278.json,tumor_type=ESAD;dataset=ESAD-UK;organ=Esophagus;lineage=Esophageal columnar epithelium;gender=male;cluster=PYRGO;ROS1 mut;SH3GL1 mut;CCND3 amp;CCNE1 amp;ERBB2 amp;ERBB3 amp;MYC amp;PDGFB amp;KMT2D trunc;TP53 hetdel & mis
1594.json,tumor_type=LUAD;dataset=TCGA;organ=Lung;lineage=Alveolar epithelium;cluster=DM;RBM15 mut;CCND2 amp;CDK4 amp;EGFR amp;ERBB2 amp;ERBB3 amp;FGFR3 amp;KDR amp;KIT amp;MDM2 amp;NKX2-1 amp;PDGFB amp;PDGFRA amp;TERT amp
1596.json,tumor_type=LUAD;dataset=TCGA;organ=Lung;lineage=Alveolar epithelium;cluster=DM;ERBB2 amp;MYC amp;PIK3CA amp;SOX2 amp;SMARCA4 trunc;SMARCA4 hetdel & mis;TP53 hetdel & mis;ATRX homdel
160_T1_37_23716.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=RT;PBRM1 trunc;AMER1 homdel;ATRX homdel;CDKN2A homdel;KDM5C homdel;KDM6A homdel;PHF6 homdel;STAG2 homdel;TP53 homdel;WAS homdel;ZRSR2 homdel
160_T1_36_23719.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=RT;CDKN2A homdel
160_T2_36_23722.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=RT;APC trunc;PBRM1 trunc;TP53 homdel
160_T2_35_23725.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=RT;SETBP1 mut;PBRM1 trunc;TP53 homdel
1614.json,tumor_type=OV;dataset=TCGA;organ=Ovary;lineage=Ovarian epithelium;cluster=DDT;IL7R mut;KMT2A mut;RUNX1 mut;AKT2 amp;ALK amp;CCNE1 amp;JUN amp;KRAS amp;MYC amp;FANCA germline pathogenic;ERCC5 hetdel & mis;TP53 hetdel & mis
1622.json,tumor_type=LUSC;dataset=TCGA;organ=Lung;lineage=Squamous bronchial epithelium;cluster=DM;RANBP2 mut;AKT1 amp;CCND2 amp;FGFR1 amp;KRAS amp;MDM2 amp;PDGFB amp;PIK3CA amp;SOX2 amp;TERT amp;TP53 hetdel & mis;PTEN homdel
163_T1_37_23740.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=BR;IL7R mut;NRG1 mut;NSD1 mut;PML mut;CDK6 amp;SOX2 amp;TP53 hetdel & mis
163_T1_35_23743.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=BR;IL7R mut;NRG1 mut;CCND1 amp;CDK6 amp;SOX2 amp;TERT amp;TP53 hetdel & mis
163_T2_35_23749.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=BR;FGFR2 mut;NFKB2 mut;NRG1 mut;ERBB2 amp;MYC amp;TP53 hetdel & mis
163_T2_37_24735.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=BR;IL7R mut;NRG1 mut;CDK6 amp;SOX2 amp;TP53 hetdel & mis
1632.json,tumor_type=OV;dataset=TCGA;organ=Ovary;lineage=Ovarian epithelium;cluster=DDT;MITF amp;MYC amp;TERT amp;BRCA1 trunc;TP53 hetdel & mis
1634.json,tumor_type=OV;dataset=TCGA;organ=Ovary;lineage=Ovarian epithelium;cluster=DM;GNAS mut;ALK amp;CCND2 amp;CCND3 amp;JUN amp;KRAS amp;MDM4 amp;MYCL amp;MYCN amp;NTRK1 amp;PIK3CA amp;TERT amp;TP53 trunc;EXT1 homdel
DO234375.json,tumor_type=ESAD;dataset=ESAD-UK;organ=Esophagus;lineage=Esophageal columnar epithelium;gender=male;cluster=BFB;CTNNB1 mut;NOTCH1 mut;WHSC1 mut;WHSC1L1 mut;CCND2 amp;KRAS amp;MDM2 amp;MYC amp;PIK3CA amp;SOX2 amp;TET1 amp;ARID1A trunc;CDKN2A trunc;BRCA1 hetdel & mis;NOTCH1 hetdel & mis;TP53 hetdel & mis;TSC2 hetdel & mis
1666.json,tumor_type=OV;dataset=TCGA;organ=Ovary;lineage=Ovarian epithelium;cluster=DDT;TERT amp;ARID1A hetdel & mis
1678.json,tumor_type=LUAD;dataset=TCGA;organ=Lung;lineage=Alveolar epithelium;cluster=BFB;ABL2 mut;ALK mut;BRD4 mut;CARD11 mut;FGFR4 mut;IL7R mut;ITK mut;MAML2 mut;MAP2K1 mut;BCL2 amp;CCND1 amp;CCNE1 amp;MAP2K1 amp;NKX2-1 amp;ARID1A trunc;GRIN2A trunc
169_T1_31_23764.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=RT;CTNNB1 amp;APC trunc;TP53 hetdel & mis
169_T1_29_23767.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=RT;TP53 hetdel & mis
169_T2_33_23770.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=RT;
169_T2_31_23773.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=RT;TP53 hetdel & mis
DO234402.json,tumor_type=ESAD;dataset=ESAD-UK;organ=Esophagus;lineage=Esophageal columnar epithelium;gender=male;cluster=BRD;IKBKB mut;MYCN mut;CDK6 amp;ERBB2 amp;MET amp;PDGFB amp;TERT amp;APC trunc;ERCC5 hetdel & mis
17_T1_35_23561.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=CHROMOPLEXY;ERBB3 mut;CDKN2A homdel
17_T1_31_23564.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=CHROMOPLEXY;ERBB3 mut;TET1 mut;ARID1B trunc;CDKN2A homdel
17_T2_37_23567.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=CHROMOPLEXY;ERBB3 mut;FBXW7 trunc;CDKN2A homdel
17_T2_40_24933.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=CHROMOPLEXY;ERBB3 mut;ITK mut;ARID1A trunc;CDKN2A homdel
170_T1_33_23788.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=INV;ARID1A trunc;CDKN2A homdel
170_T1_31_23791.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=INV;ARID1A trunc;CDKN2A homdel
170_T2_33_23794.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=INV;KRAS mut;CDKN2A homdel
170_T2_35_23797.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=INV;CDKN2A homdel
DO234191.json,tumor_type=ESAD;dataset=ESAD-UK;organ=Esophagus;lineage=Esophageal columnar epithelium;gender=male;cluster=PYRGO;GNAS mut;MKL1 mut;SF3B1 mut;ERBB2 amp;FGFR1 amp;MYC amp;TERT amp;TP53 trunc
1831.json,tumor_type=GBM;dataset=TCGA;organ=Brain;lineage=Glial;cluster=DM;BCL11B mut;EGFR mut;PDGFRA mut;EGFR amp
184_T1_31_24325.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=RT;KMT2C trunc;CDKN2A homdel
184_T1_35_24328.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=RT;CDKN2A homdel
184_T2_29_24331.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=RT;KMT2C trunc;CDKN2A homdel
184_T2_33_24334.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=RT;NTRK3 mut;CDKN2A homdel
184_T3_31_24337.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=RT;KMT2C trunc;CDKN2A homdel
184_T3_35_24340.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=RT;CDKN2A homdel
DO50355.json,tumor_type=ESAD;dataset=ESAD-UK;organ=Esophagus;lineage=Esophageal columnar epithelium;gender=male;cluster=BRC;AKT1 amp;AKT2 amp;BRAF amp;BRD3 amp;BRD4 amp;CCND1 amp;CCND3 amp;CDK6 amp;ERBB2 amp;ERBB3 amp;MAP2K2 amp;MDM4 amp;MYC amp;MYCL amp;NOTCH1 amp;NTRK1 amp;PDGFB amp;PIK3CA amp;TET1 amp;AMER1 homdel;ATRX homdel;BCOR homdel;KDM5C homdel;KDM6A homdel;PHF6 homdel;STAG2 homdel;ZRSR2 homdel
1970.json,tumor_type=GBM;dataset=TCGA;organ=Brain;lineage=Glial;cluster=TYFONAS;EGFR mut;RANBP17 mut;BRAF amp;CDK6 amp;EGFR amp;MET amp;RB1 trunc
DO234314.json,tumor_type=ESAD;dataset=ESAD-UK;organ=Esophagus;lineage=Esophageal columnar epithelium;gender=male;cluster=BRD;ERBB2 amp;RECQL4 germline pathogenic;SMAD4 hetdel & mis;TP53 hetdel & mis
DO234189.json,tumor_type=ESAD;dataset=ESAD-UK;organ=Esophagus;lineage=Esophageal columnar epithelium;gender=male;cluster=INVDUP;ABL2 mut;AKT2 amp;CCND1 amp;CCNE1 amp;CDK6 amp;MYC amp;NTRK3 amp;PDGFB amp;PIK3CA amp;SOX2 amp;TP53 hetdel & mis;AMER1 homdel;ATRX homdel;BCOR homdel;KDM5C homdel;KDM6A homdel;MAP2K4 homdel;WAS homdel;ZRSR2 homdel
DO234323.json,tumor_type=ESAD;dataset=ESAD-UK;organ=Esophagus;lineage=Esophageal columnar epithelium;gender=male;cluster=BRD;ERBB2 mut;KIT mut;AKT1 amp;ERBB2 amp;MYB amp;MYC amp;ROS1 amp;TP53 hetdel & mis
DO50435.json,tumor_type=ESAD;dataset=ESAD-UK;organ=Esophagus;lineage=Esophageal columnar epithelium;gender=male;cluster=INVDUP;GATA2 mut;BRD3 amp;MET amp;MYC amp;NOTCH1 amp;BCOR homdel;CDKN2A homdel;KDM5C homdel;KDM6A homdel;SMAD4 homdel;WAS homdel
DO234269.json,tumor_type=ESAD;dataset=ESAD-UK;organ=Esophagus;lineage=Esophageal columnar epithelium;gender=male;cluster=BFB;ALK mut;STAT5B mut;EGFR amp;MYC amp;RNF43 trunc;APC hetdel & mis;KMT2D hetdel & mis;TP53 hetdel & mis
2000.json,tumor_type=OV;dataset=TCGA;organ=Ovary;lineage=Ovarian epithelium;cluster=PYRGO;USP6 mut;ALK amp;BRD4 amp;MYC amp;MYCN amp;NTRK1 amp;SOX2 amp;CDK12 trunc;TP53 hetdel & mis;NF1 homdel
2024.json,tumor_type=OV;dataset=TCGA;organ=Ovary;lineage=Ovarian epithelium;cluster=BR;PDGFRA mut;BRCA2 germline pathogenic;APC hetdel & mis;TP53 hetdel & mis
2045.json,tumor_type=OV;dataset=TCGA;organ=Ovary;lineage=Ovarian epithelium;cluster=PYRGO;ALK amp;MYCN amp;BRCA1 germline pathogenic;TP53 hetdel & mis
2050.json,tumor_type=OV;dataset=TCGA;organ=Ovary;lineage=Ovarian epithelium;cluster=BR;GNAS mut;CCND2 amp;MYC amp;BRCA2 trunc;TP53 hetdel & mis
DO234256.json,tumor_type=ESAD;dataset=ESAD-UK;organ=Esophagus;lineage=Esophageal columnar epithelium;gender=male;cluster=PYRGO;EWSR1 mut;KMT2A mut;CCNE1 amp;EGFR amp;ERBB2 amp;MAP2K2 amp;MYC amp;PDGFRB amp
DO234175.json,tumor_type=ESAD;dataset=ESAD-UK;organ=Esophagus;lineage=Esophageal columnar epithelium;gender=male;cluster=QUIET;AKT2 amp;BRD4 amp;CCND3 amp;CDK4 amp;ERBB3 amp;FGFR3 amp;HRAS amp;MAP2K2 amp;NOTCH1 amp;NTRK1 amp;PDGFB amp;AMER1 homdel;ATRX homdel;BCOR homdel;KDM5C homdel;KDM6A homdel;PHF6 homdel;STAG2 homdel;WAS homdel;ZRSR2 homdel
DO234198.json,tumor_type=ESAD;dataset=ESAD-UK;organ=Esophagus;lineage=Esophageal columnar epithelium;gender=female;cluster=BRC;PIK3CA mut;PTPRB mut;BRD3 amp;MYC amp;NOTCH1 amp;TERT amp;TP53 trunc;CDKN2A homdel
222_T2_30_24370.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=RT;ERBB2 mut;ARID1A trunc;KDM6A trunc;CDKN2A homdel
222_T2_34_24373.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=RT;CDKN2A homdel
222_T1_30_24376.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=RT;CDKN2A homdel
222_T1_34_24379.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=RT;KAT6B mut;MYO5A mut;ERCC5 trunc;CDKN2A homdel
2290.json,tumor_type=OV;dataset=TCGA;organ=Ovary;lineage=Ovarian epithelium;cluster=DDT;CCND2 amp;JAK2 amp;JUN amp;KDR amp;KIT amp;MDM2 amp;PDGFRA amp;SETD2 trunc;TP53 hetdel & mis
DO50444.json,tumor_type=ESAD;dataset=ESAD-UK;organ=Esophagus;lineage=Esophageal columnar epithelium;gender=male;cluster=BR;KMT2A mut;CDK6 amp;EGFR amp;ESR1 amp;FGFR1 amp;MDM2 amp;MYB amp;ROS1 amp;KMT2C hetdel & mis;TP53 hetdel & mis
2391.json,tumor_type=OV;dataset=TCGA;organ=Ovary;lineage=Ovarian epithelium;cluster=CHROMOPLEXY;FLT3 mut;NOTCH1 mut;TP53 trunc;FBXW7 hetdel & mis;NOTCH1 hetdel & mis;NF1 homdel;PTEN homdel;RB1 homdel
DO234411.json,tumor_type=ESAD;dataset=ESAD-UK;organ=Esophagus;lineage=Esophageal columnar epithelium;gender=female;cluster=INV;FGFR1 amp;MYC amp;CDH1 hetdel & mis;FANCC homdel;PTCH1 homdel;XPA homdel
2400.json,tumor_type=OV;dataset=TCGA;organ=Ovary;lineage=Ovarian epithelium;cluster=BRD;AKT1 amp;ALK amp;BRD4 amp;CDK4 amp;ERBB3 amp;KRAS amp;MDM2 amp;MYCL amp;NOTCH2 amp
2485.json,tumor_type=GBM;dataset=TCGA;organ=Brain;lineage=Glial;cluster=DM;CBFA2T3 mut;EGFR mut;PIK3CA mut;CDK4 amp;EGFR amp;KIT amp;PDGFRA amp
DO234470.json,tumor_type=ESAD;dataset=ESAD-UK;organ=Esophagus;lineage=Esophageal columnar epithelium;gender=male;cluster=BR;STAT3 mut;MAP2K2 amp;NTRK1 amp;TP53 hetdel & mis;AMER1 homdel;ATRX homdel;KDM5C homdel;KDM6A homdel;STAG2 homdel;WAS homdel
DO234445.json,tumor_type=ESAD;dataset=ESAD-UK;organ=Esophagus;lineage=Esophageal columnar epithelium;gender=male;cluster=PYRGO;CTNNB1 mut;HIST1H3B mut;NTRK3 mut;BRD3 amp;CCND1 amp;ERBB2 amp;MITF amp;MYCL amp;NOTCH1 amp;PIK3CA amp;SOX2 amp;BAP1 trunc;CDKN2A homdel
2523.json,tumor_type=GBM;dataset=TCGA;organ=Brain;lineage=Glial;cluster=CHROMOTHRIPSIS;EGFR amp;CDKN2A homdel
2528.json,tumor_type=GBM;dataset=TCGA;organ=Brain;lineage=Glial;cluster=DM;EGFR mut;EGFR amp;CDKN2A homdel
2554.json,tumor_type=GBM;dataset=TCGA;organ=Brain;lineage=Glial;cluster=DM;EGFR mut;EGFR amp;CDKN2A homdel;PTEN homdel
DO234163.json,tumor_type=ESAD;dataset=ESAD-UK;organ=Esophagus;lineage=Esophageal columnar epithelium;gender=male;cluster=INVDUP;CDK6 amp;EGFR amp;FGFR2 amp;MYC amp;TET1 amp;TP53 trunc;TP53 germline pathogenic;AMER1 homdel;ATRX homdel;BCOR homdel;KDM5C homdel;KDM6A homdel;PHF6 homdel;STAG2 homdel;WAS homdel;ZRSR2 homdel
DO234163.2.json,tumor_type=ESAD;dataset=ESAD-UK;organ=Esophagus;lineage=Esophageal columnar epithelium;gender=male;cluster=INVDUP;CDK6 amp;EGFR amp;FGFR2 amp;MYC amp;TET1 amp;TP53 trunc;TP53 germline pathogenic
2570.json,tumor_type=GBM;dataset=TCGA;organ=Brain;lineage=Glial;cluster=TYFONAS;IDH1 mut;NDRG1 mut;CDK4 amp;ATRX trunc;TP53 hetdel & mis
2596.json,tumor_type=LUSC;dataset=TCGA;organ=Lung;lineage=Squamous bronchial epithelium;cluster=BFB;BRAF mut;NDRG1 mut;BRAF amp;EGFR amp;FGFR3 amp;KDR amp;KIT amp;PDGFRA amp;PIK3CA amp;SOX2 amp;KMT2D trunc;TP53 trunc
DO234463.json,tumor_type=ESAD;dataset=ESAD-UK;organ=Esophagus;lineage=Esophageal columnar epithelium;gender=male;cluster=BRC;MAP2K1 mut;SETBP1 mut;BRD3 amp;CCND1 amp;CCND3 amp;KDR amp;KIT amp;KRAS amp;MDM4 amp;MYC amp;NOTCH1 amp;NOTCH2 amp;NTRK1 amp;PDGFRA amp;CDKN2A trunc;BCOR homdel;KDM5C homdel;KDM6A homdel;WAS homdel;ZRSR2 homdel
2600.json,tumor_type=LUSC;dataset=TCGA;organ=Lung;lineage=Squamous bronchial epithelium;cluster=DM;ERBB2 mut;FLT3 mut;HRAS mut;NTRK3 mut;PTPRC mut;AKT2 amp;BCL2 amp;MYCL amp;PIK3CA amp;SOX2 amp;KMT2C trunc;SETD2 hetdel & mis;TP53 hetdel & mis
DO234391.json,tumor_type=ESAD;dataset=ESAD-UK;organ=Esophagus;lineage=Esophageal columnar epithelium;gender=male;cluster=BR;TERT amp;SMAD4 hetdel & mis
2624.json,tumor_type=GBM;dataset=TCGA;organ=Brain;lineage=Glial;cluster=TYFONAS;EGFR mut;MYH9 mut;CDK4 amp;EGFR amp;MDM2 amp;PTEN homdel
2629.json,tumor_type=GBM;dataset=TCGA;organ=Brain;lineage=Glial;cluster=TRANSLOCATION;FGFR4 mut;IDH1 mut;ALK amp;BCL2 amp;BRD4 amp;CDK4 amp;ERBB3 amp;MAP2K2 amp;MYCN amp;ARID2 trunc
DO234258.json,tumor_type=ESAD;dataset=ESAD-UK;organ=Esophagus;lineage=Esophageal columnar epithelium;gender=male;cluster=INVDUP;ARHGEF12 mut;ESR1 mut;MAP2K1 mut;U2AF1 mut;CCND1 amp;MYC amp;NOTCH2 amp;NRAS amp;PIK3CA amp;TET2 trunc;FANCG germline pathogenic;CDKN2A hetdel & mis;TP53 hetdel & mis
2656.json,tumor_type=LUAD;dataset=TCGA;organ=Lung;lineage=Alveolar epithelium;cluster=TRANSLOCATION;ERBB2 mut;PPP2R1A mut;PRDM16 mut;MYC amp;TERT amp;SMARCA4 trunc;TP53 trunc
2659.json,tumor_type=LUAD;dataset=TCGA;organ=Lung;lineage=Alveolar epithelium;cluster=DM;KIT mut;SF3B1 mut;TET1 mut;CCND1 amp;CCND3 amp;EGFR amp;FGFR4 amp;HRAS amp;KIT amp;MDM4 amp;MITF amp;MYCL amp;NRAS amp;NTRK1 amp;PDGFRA amp;TERT amp;ATR homdel;ATRX homdel;CASP8 homdel;CBLB homdel;CDC73 homdel;KDM6A homdel;NFE2L2 homdel;NOTCH2 homdel;PMS1 homdel;POT1 homdel;RAD21 homdel;WRN homdel;ZRSR2 homdel
266_T1_35_24139.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=PYRGO;GNAS mut
266_T2_34_24145.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=PYRGO;BRAF amp;CCND2 amp;CDK6 amp;EGFR amp;ERBB2 amp;MET amp;MYC amp;NKX2-1 amp;TP53 trunc
266_T2_33_24148.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=PYRGO;MET mut;NRG1 mut;PLAG1 mut;SMARCA4 trunc
266_T1_33_24900.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=PYRGO;ERBB3 mut;NOTCH1 mut;WT1 trunc;NOTCH1 hetdel & mis
2665.json,tumor_type=LUAD;dataset=TCGA;organ=Lung;lineage=Alveolar epithelium;cluster=TRANSLOCATION;CASP8 trunc
2666.json,tumor_type=LUAD;dataset=TCGA;organ=Lung;lineage=Alveolar epithelium;cluster=RT;BRAF mut;SETD2 trunc
2668.json,tumor_type=LUAD;dataset=TCGA;organ=Lung;lineage=Alveolar epithelium;cluster=QUIET;
2677.json,tumor_type=COAD/READ;dataset=TCGA;organ=Colon;lineage=Colon epithelium;cluster=CHROMOPLEXY;ABL1 mut;FGFR1 amp;MYC amp
2680.json,tumor_type=COAD/READ;dataset=TCGA;organ=Colon;lineage=Colon epithelium;cluster=SPARSE;KRAS mut;PIK3CA mut;APC trunc;ARID1A trunc;TP53 trunc
2681.json,tumor_type=COAD/READ;dataset=TCGA;organ=Colon;lineage=Colon epithelium;cluster=CHROMOPLEXY;ERG mut;KRAS mut;PTPRC mut;AMER1 trunc;APC trunc;TP53 hetdel & mis;PTEN homdel
2683.json,tumor_type=COAD/READ;dataset=TCGA;organ=Colon;lineage=Colon epithelium;cluster=RT;KRAS mut;PIK3CA mut;APC trunc;TP53 hetdel & mis
2684.json,tumor_type=COAD/READ;dataset=TCGA;organ=Colon;lineage=Colon epithelium;cluster=SPARSE;PIK3CA mut;PTPN11 mut;APC trunc;TP53 hetdel & mis
2689.json,tumor_type=COAD/READ;subtype=COAD;dataset=TCGA;organ=Colon;lineage=Colon epithelium;cluster=BFB;BRD3 mut;IL21R mut;KRAS mut;APC trunc;TP53 trunc;NCOR1 homdel
2691.json,tumor_type=COAD/READ;subtype=COAD;dataset=TCGA;organ=Colon;lineage=Colon epithelium;cluster=QUIET;GNAS mut;KRAS mut;MLLT4 mut;NRAS mut;RET mut;APC trunc;SETD2 trunc
2695.json,tumor_type=LUSC;dataset=TCGA;organ=Lung;lineage=Squamous bronchial epithelium;cluster=TRANSLOCATION;KIT mut;MED12 mut;MYO5A mut;PIK3CA mut;CCND3 amp;NTRK1 amp;PIK3CA amp;SOX2 amp;TERT amp
2698.json,tumor_type=LUSC;dataset=TCGA;organ=Lung;lineage=Squamous bronchial epithelium;cluster=BFB;BCL6 mut;NUTM1 mut;RANBP2 mut;ROS1 mut;TET1 mut;AKT2 amp;CCND1 amp;CDK4 amp;EGFR amp;ERBB3 amp;KRAS amp;NKX2-1 amp;NOTCH1 amp;NTRK1 amp;PIK3CA amp;SOX2 amp;FBXW7 trunc;TP53 trunc;APC hetdel & mis;CDKN2A hetdel & mis;DNM2 hetdel & mis;PBRM1 hetdel & mis;TET2 hetdel & mis
DO234223.json,tumor_type=ESAD;dataset=ESAD-UK;organ=Esophagus;lineage=Esophageal columnar epithelium;gender=female;cluster=BRC;NUP98 mut;SH2B3 mut;CCND1 amp;CCND3 amp;FGFR3 amp;MYC amp;NTRK1 amp;PDGFB amp;TP53 hetdel & mis
DO234405.json,tumor_type=ESAD;dataset=ESAD-UK;organ=Esophagus;lineage=Esophageal columnar epithelium;gender=male;cluster=BRD;PTPRK mut;AKT1 amp;CCND1 amp;CCND2 amp;CCND3 amp;CDK4 amp;EGFR amp;ERBB2 amp;ERBB3 amp;HRAS amp;KRAS amp;MYC amp;NTRK1 amp;TERT amp;SETD2 trunc;SMARCB1 hetdel & mis;TP53 hetdel & mis;CDKN2A homdel;SMAD4 homdel
